d2_mm,d4_mm,max_skin_temp_c,duration_above_44_s,final_skin_temp_c,feasible,grid_dx_mm,dt_s
0.6,5.5,45.101363528190696,3525.736813532936,45.101363528190696,False,0.25,2.0
0.7,5.5,45.09606770018844,3519.46626451309,45.09606770018844,False,0.25,2.0
0.8,5.5,45.09077879138524,3513.3410889743022,45.09077879138524,False,0.25,2.0
0.9,5.5,45.0854967882296,3507.3580354985265,45.0854967882296,False,0.25,2.0
1.0,5.5,45.0802216772054,3501.512806054756,45.0802216772054,False,0.25,2.0
1.1,5.5,45.07495344483167,3495.7851394369895,45.07495344483167,False,0.25,2.0
1.2,5.5,45.06969207766272,3486.2058305789296,45.06969207766272,False,0.25,2.0
1.3,5.5,45.064437562287864,3480.7489389997745,45.064437562287864,False,0.25,2.0
1.4,5.5,45.05918988533125,3475.42160006969,45.05918988533125,False,0.25,2.0
1.5,5.5,45.05394903345276,3466.2155004278516,45.05394903345276,False,0.25,2.0
1.6,5.5,45.04871499334472,3461.1289434832597,45.04871499334472,False,0.25,2.0
1.7,5.5,45.04348775173706,3452.162657388876,45.04348775173706,False,0.25,2.0
1.8,5.5,45.03826729539113,3447.316030561794,45.03826729539113,False,0.25,2.0
1.9,5.5,45.033053611104734,3438.5915068784343,45.033053611104734,False,0.25,2.0
2.0,5.5,45.02784668570772,3433.979655940274,45.02784668570772,False,0.25,2.0
2.1,5.5,45.02264650606793,3425.4853594844326,45.02264650606793,False,0.25,2.0
2.2,5.5,45.0174530590839,3417.112968467103,45.0174530590839,False,0.25,2.0
2.3,5.5,45.01226633168777,3408.846347496847,45.01226633168777,False,0.25,2.0
2.4,5.5,45.007086310847754,3400.7034567059004,45.007086310847754,False,0.25,2.0
2.5,5.5,45.00191298356337,3392.6767755018764,45.00191298356337,False,0.25,2.0
2.6,5.5,44.99674633687119,3384.7576933563178,44.99674633687119,False,0.25,2.0
2.7,5.5,44.99158635783775,3376.962557774975,44.99158635783775,False,0.25,2.0
2.8,5.5,44.98643303356451,3369.2750844219113,44.98643303356451,False,0.25,2.0
2.9,5.5,44.98128635118555,3361.709389364485,44.98128635118555,False,0.25,2.0
3.0,5.5,44.97614629786949,3350.2622214117955,44.97614629786949,False,0.25,2.0
3.1,5.5,44.971012860816785,3342.927045292719,44.971012860816785,False,0.25,2.0
3.2,5.5,44.96588602725895,3335.7114205715743,44.96588602725895,False,0.25,2.0
3.3,5.5,44.960765784465195,3324.610271886542,44.960765784465195,False,0.25,2.0
3.4,5.5,44.95565211973154,3317.6310896468203,44.95565211973154,False,0.25,2.0
3.5,5.5,44.95054502039056,3306.772827142352,44.95054502039056,False,0.25,2.0
