d2_mm,d4_mm,max_skin_temp_c,duration_above_44_s,final_skin_temp_c,feasible,grid_dx_mm,dt_s
16.9,5.5,44.15025885481019,569.0,44.15025885481019,False,0.1,1.0
17.0,5.5,44.140077596502096,531.0,44.140077596502096,False,0.1,1.0
17.1,5.5,44.129783925267425,492.0,44.129783925267425,False,0.1,1.0
17.2,5.5,44.11937783370316,453.0,44.11937783370316,False,0.1,1.0
17.3,5.5,44.108859359301334,414.0,44.108859359301334,False,0.1,1.0
17.4,5.5,44.09822858373783,374.0,44.09822858373783,False,0.1,1.0
17.5,5.5,44.08748563210612,333.0,44.08748563210612,False,0.1,1.0
17.6,5.5,44.07663067214184,292.0,44.07663067214184,True,0.1,1.0
17.7,5.5,44.065663913440716,251.0,44.065663913440716,True,0.1,1.0
17.8,5.5,44.054585606630866,209.0,44.054585606630866,True,0.1,1.0
17.9,5.5,44.04339604253789,166.0,44.04339604253789,True,0.1,1.0
18.0,5.5,44.03209555137788,123.0,44.03209555137788,True,0.1,1.0
18.1,5.5,44.020684501727324,79.0,44.020684501727324,True,0.1,1.0
18.2,5.5,44.00916329994683,35.0,44.00916329994683,True,0.1,1.0
18.3,5.5,43.997532389009294,0.0,43.997532389009294,True,0.1,1.0
